DEPARTAMENTO;MUNICIPIO;PUESTO;COMUNA;DIRECCIÓN;LATITUD;LONGITUD
ANTIOQUIA;ITAGUI;IDEM DIEGO ECHAVARRIA MISA;01COMUNA 1;KR 48 # 48 - 48;6,16966E+11;-7,56103E+12
ANTIOQUIA;ITAGUI;I.E. JUAN N. CADAVID;01COMUNA 1;KR 48 # 48 - 88;6169787462;-7560988677
ANTIOQUIA;ITAGUI;COLEGIO EL ROSARIO;01COMUNA 1;CLL 52 # 48 -12;6171162098;-7560752248
ANTIOQUIA;ITAGUI;MARIA JESUS MEJIA SEDE BACHILLERATO;01COMUNA 1;KR 47 51 44;6,17015E+11;-7,56071E+12
ANTIOQUIA;ITAGUI;ESC. ANTONIO JOSE DE SUCRE;01COMUNA 1;CLL 37 # 42 - 10;6167600786;-7561608267
ANTIOQUIA;ITAGUI;IE AVELINO SALDARRIAGA GAVIRIA;01COMUNA 1;CLL 39 No 49-77;6168550124;-7561669958
ANTIOQUIA;ITAGUI;I.E. ISOLDA ECHAVARRIA;02COMUNA 2;CLL 34A # 57 - 60;6167984788;-7562588346
ANTIOQUIA;ITAGUI;ESCUELA JOHN F. KENNEDY;02COMUNA 2;CLL 31 # 50C - 30;6163613329;-756241092
ANTIOQUIA;ITAGUI;ESCUELA FELIPE DE RESTREPO;02COMUNA 2;CLL 30 # 49 - 13;6162835842;-7562121014
ANTIOQUIA;ITAGUI;I.E. LUIS CARLOS GALAN;03COMUNA 3;Cll 39 No 64-61 Villalia;6174020122;-7562843468
ANTIOQUIA;ITAGUI;SEDE JUNTA DE ACCION COMUNAL LA FINQUITA;02COMUNA 2;CL 30 56 09;6,16275E+11;-7,56267E+12
ANTIOQUIA;ITAGUI;ESCUELA SAN FRANCISCO;03COMUNA 3;KR 68 # 26 -24;6170667835;-756418258
ANTIOQUIA;ITAGUI;ESCUELA ESTEBAN OCHOA;03COMUNA 3;KR 68 # 36 - 75;6174666497;-7563282003
ANTIOQUIA;ITAGUI;IE ESTEBAN OCHOA SEDE 2;03COMUNA 3;KR 67  28 108;6,17164E+11;-7,56395E+12
ANTIOQUIA;ITAGUI;IE CONCEJO MUNICIPAL;03COMUNA 3;KR 64 25 01;6,16829E+11;-7,56438E+12
ANTIOQUIA;ITAGUI;ESCUELA SIMON BOLIVAR;04COMUNA 4;CLL 65 # 46A - 95;6179436107;-7559893451
ANTIOQUIA;ITAGUI;I.E. ENRIQUE VELEZ ESCOBAR;04COMUNA 4;KR 52C # 72 - 69;6184657529;-7559853823
ANTIOQUIA;ITAGUI;ESC. MARCELIANA SALDARRIAGA;04COMUNA 4;KR 52D # 71 - 23;6184283298;-7559944761
ANTIOQUIA;ITAGUI;ENRIQUE VELEZ ESCOBAR SEDE PROVIDENCIA;04COMUNA 4;CL 77B 52A 46;6,1861E+11;-7,55948E+12
ANTIOQUIA;ITAGUI;ESCUELA ARNULFO FLOREZ;04COMUNA 4;KR 52D # 83 - 63;6191383654;-7559334889
ANTIOQUIA;ITAGUI;I.E. PEDRO ESTRADA;04COMUNA 4;KR 47 # 85 - 113;6190993353;-755885068
ANTIOQUIA;ITAGUI;I.E. BENEDIKTA ZUR NIEDEN;04COMUNA 4;Cll 80 No 57-16 Sector Laureles del Sur;6191656918;-7559885377
ANTIOQUIA;ITAGUI;I.E. ORESTES SINDICCE;04COMUNA 4;Cll 76 No 49-24 SANTA MARIA;6184468996;-7559421393
ANTIOQUIA;ITAGUI;ESCUELA LOMA LINDA;05COMUNA 5;KR 59A # 64-10;6182333115;-7560874907
ANTIOQUIA;ITAGUI;ESCUELA MARIA BERNAL;05COMUNA 5;KR 57A # 63 - 171;6181277943;-7560478908
ANTIOQUIA;ITAGUI;I.E. MARIA JESUS MEJIA SEDE 2;05COMUNA 5;KR 52D # 61 - 25;6180344;-75603806
ANTIOQUIA;ITAGUI;I.E. CARLOS ENRIQUE CORTES;05COMUNA 5;Cll 63 No 54 B 41 LA ALDEA;61801118;-7560337685
ANTIOQUIA;ITAGUI;IE CIUDAD ITAGUI SEDE EL TABLAZO;05COMUNA 5;CL 56  60 19;6,17929E+11;-7,56067E+12
ANTIOQUIA;ITAGUI;ESCUELA EL ROSARIO;06COMUNA 6;CLL. 47A # 59 - 37;6178487444;-7561307764
ANTIOQUIA;ITAGUI;ESCUELA LA UNION;06COMUNA 6;CLL 44 # 55D - 19;617412245;-7561621466
ANTIOQUIA;ITAGUI;POLIDEPORTIVO MUNICIPAL;;CRA 46 No 53 - 60;6170183793;-7560580759
ANTIOQUIA;ITAGUI;UNIVERSIDAD IDEAS;;KR 46 # 51-41;6170086733;-7560704031
ANTIOQUIA;ITAGUI;CARCEL DISTRITO NACIONAL;;Cra 70 No 23-10 Br. San Francisco;6170400727;-7564480881
ANTIOQUIA;ITAGUI;CARCEL YARUMITO;;Cll 29 No 50A - 19 Br. Yarumito;6162105385;-7562338184
ANTIOQUIA;ITAGUI;EL MANZANILLO;07CORREGIMIENTO EL MANZANILLO;I.E. LOS GOMEZ;6191848;-756089511
ANTIOQUIA;ITAGUI;IE MARIA JOSEFA ESCOBAR;07CORREGIMIENTO EL MANZANILLO;VEREDA EL PEDREGAL;6188895;-75616943
ANTIOQUIA;ITAGUI;IE LOS GOMEZ SEDE EL AJIZAL;07CORREGIMIENTO EL MANZANILLO;VEREDA EL AJIZAL;6,19557E+11;-7,56019E+12
ANTIOQUIA;ITUANGO;PUESTO CABECERA MUNICIPAL;;CLL BERRIO No 20 - 18;7173068;-7576163
ANTIOQUIA;ITUANGO;CARCEL;;CRA CORDOBA N 18 - 13;71721235;-757652415
ANTIOQUIA;ITUANGO;BADILLO;;ESC. RURAL NUEVO BADILLO;7,351E+11;-7596528845
ANTIOQUIA;ITUANGO;EL ARO;;CASETA COMUNAL;7249739;-75518672
ANTIOQUIA;ITUANGO;FINLANDIA;;ESC. RURAL BONANZA;7238705;-75617459
ANTIOQUIA;ITUANGO;EL CEDRAL;;ESCUELA RURAL EL CEDRAL;71963198;-7584784
ANTIOQUIA;ITUANGO;EL SOCORRO;;ESC. RURAL EL SOCORRO;75230711074;-7,56417E+12
ANTIOQUIA;ITUANGO;LA GRANJA;;LICEO LA GRANJA;72857334;-757222529
ANTIOQUIA;ITUANGO;PASCUITA;;ESC. PATRICIO SUCERQUIA;7190778;-75654408
ANTIOQUIA;ITUANGO;SANTA ANA;;SALON PARROQUIAL;71644;-75868153
ANTIOQUIA;ITUANGO;QUEBRADA DEL MEDIO;;ESC. QUEBRADA DEL MEDIO;7246081;-75821367
ANTIOQUIA;ITUANGO;SANTA LUCIA;;ESCUELA SANTA LUCIA;7313881;-75824625
ANTIOQUIA;ITUANGO;SAN JUANILLO;;ESCUELA SAN JUANILLO;734043;-7566434
ANTIOQUIA;ITUANGO;SANTA RITA DE ITUANGO;01CORR SANTA RITA DE SINITAVE;CASA DE LA CULTURA;7319242;-75616853
ANTIOQUIA;ITUANGO;LA HUNDIDA;;ANTIGUA INSPECCION DE POLICIA;7158207;-7580201
ANTIOQUIA;ITUANGO;LA PRENSA;;ESC. LA PRENSA;7262864;-75907531
ANTIOQUIA;ITUANGO;SAN PABLO DEL RIOSUCIO;;ESC. SAN PABLO;7,54929E+11;-7,56028E+12
ANTIOQUIA;JARDIN;PUESTO CABECERA MUNICIPAL;;CLL.9 SANTANDER CON CR 2 GIRALDO;5,59138E+11;-7,58331E+12
ANTIOQUIA;JARDIN;LA CASCADA;;ESC. DAVID CROZIER;5,61436E+11;-7,58551E+12
ANTIOQUIA;JARDIN;LAS MACANAS;;ESC.S MARIA JOSEFA CORREA;5,54329E+11;-7,58603E+12
ANTIOQUIA;JERICO;PUESTO CABECERA MUNICIPAL;;ESCUELA MADRE LAURA CLL 4 CRA 1;5,79021E+11;-7,57782E+12
ANTIOQUIA;JERICO;CARCEL;;CARCEL;5,79164E+11;-7,57844E+12
ANTIOQUIA;JERICO;PALO CABILDO;;I.E. RURAL SAN FRANCISCO DE ASIS;5,75161E+11;-7,57483E+11
ANTIOQUIA;LA CEJA;ESC. MARIA JOSEFA MARULANDA;;CL 14 # 21 - 45;60313960627;-7,54317E+12
ANTIOQUIA;LA CEJA;CTRO. EDUCATIVO LA PAZ;;CL 19 # 17 - 49;6029059101;-7542937527
ANTIOQUIA;LA CEJA;PARQUE BIBLIOTECA EL PARAISO;;KR 16 No. 7D-8 BR. EL PARAISO;6020921931;-7543127257
ANTIOQUIA;LA CEJA;I.E.LA PAZ SEDE 2;;DIAGONAL 13C No. 15 - 130;6027018632;-754270144
ANTIOQUIA;LA CEJA;IE CONCEJO MUNICIPAL;;CALLE 9 NUMERO 23 09;6,02172E+11;-7,54308E+12
ANTIOQUIA;LA CEJA;ESC JUSTO PASTOR MEJIA;;CALLE 20 No 24-28;6032202778;-7543492222
ANTIOQUIA;LA CEJA;ESC. ALFONSO URIBE JARAMILLO;;KR 16 # 25 - 26;6022072222;-7542976944
ANTIOQUIA;LA CEJA;CENTRO DIA GERONTOLOGICO;;CRA 27 No. 21A - 25;6036310745;-7542907348
ANTIOQUIA;LA CEJA;IE BERNARDO URIBE LONDOÑO SD 1;;CRA 13 No 21-100;6,02991E+11;-7,54235E+12
ANTIOQUIA;LA CEJA;COLISEO POLIDEPORTIVO LA CEJA;;CL 19 # 13 - 94;6029663889;-7543445278
ANTIOQUIA;LA CEJA;SAN JOSE;01CORREGIMIENTO SAN JOSE;I.E. FRANCISCO MARIA CARDONA;5965506227;-7548837518
ANTIOQUIA;LA ESTRELLA;IE SECCION JAIME ARANGO VELASQUEZ;;CRA 63 No 77SUR-83;6158525391;-7564288773
ANTIOQUIA;LA ESTRELLA;CASA PARA LA EDUCACION;;CRA 61 # 83 A SUR 52;6162858628;-7563636111
ANTIOQUIA;LA ESTRELLA;SECC RAFAEL POMBO;;CARRERA 60 No 79S-29;6,13863E+11;-7,56348E+12
ANTIOQUIA;LA ESTRELLA;COL. DIVINO SALVADOR;;KR54 # 74AA SUR 31;61627309;-756368323
ANTIOQUIA;LA ESTRELLA;SEC.BTO ANA EVA ESCOBAR;;CLLE. 95 S # 55-31;61380486;-7,56406E+12
ANTIOQUIA;LA ESTRELLA;AULA AMBIENTAL;;CLL 77 SUR N 52D 120;615971;-7,56438E+12
ANTIOQUIA;LA ESTRELLA;CASA DEL ADULTO MAYOR;;CRA 60 No 83 A SUR 72;6154665;-75634258
ANTIOQUIA;LA ESTRELLA;INST. EDUCACION CONCEJO MPAL;;CL 87 SUR # 55 - 270;6151564;-75638647
ANTIOQUIA;LA ESTRELLA;IE SECCION TULIO OSPINA;;CLL 100B SUR No 48C - 18;611852809;-7563688856
ANTIOQUIA;LA ESTRELLA;S LA INMACULADA FE Y ALEGRIA;;CALLE 96 B SUR No 51-03;6,13919E+11;-7,56367E+12
ANTIOQUIA;LA ESTRELLA;COLEGIO JOSE ANTONIO GALAN;;CLL 100 B SUR N 50 181;6118707;-7,56342E+12
ANTIOQUIA;LA ESTRELLA;ESCUELA MANUELA BELTRAN;;CARRERA 60 # 82 SUR 07;6156363;-75643821
ANTIOQUIA;LA ESTRELLA;CARCEL;;KR 55 #87 S 56;6,13919E+11;-7,56342E+12
ANTIOQUIA;PUERTO NARE-LA MAGDALENA;PUESTO CABECERA MUNICIPAL;;IE CARLOS ARTURO DUQUE PRIMARIA CRA 3 No 44-41;6,18529E+11;-7,45823E+12
ANTIOQUIA;PUERTO NARE-LA MAGDALENA;EL DELIRIO;;I.E. RURAL EL DELIRIO;6,08116E+11;-7,47555E+12
ANTIOQUIA;PUERTO NARE-LA MAGDALENA;LA SIERRA;;LA SIERRA CRA 2 No. 49-37;6,22595E+11;-7,45672E+12
ANTIOQUIA;PUERTO NARE-LA MAGDALENA;LA UNION;;I.E. RURAL LA UNION;6,18441E+11;-7,4702E+12
ANTIOQUIA;PUERTO NARE-LA MAGDALENA;LA ARABIA;;I.E. RURAL LA ARABIA;6,18493E+11;-7,47533E+12
ANTIOQUIA;PUERTO NARE-LA MAGDALENA;LA PESCA;;I.E. JORGE ENRIQUE VILLEGAS CALLE 10 No.1-44;6,20779E+11;-7,45907E+12
ANTIOQUIA;LA UNION;COLISEO ERNESTO RIOS ARIAS;;CRA 10 No 8-23;5971849;-753613819
ANTIOQUIA;LA UNION;INST EDU FELIZ MARIA RESTREPO LONDOÑO;;CALLE 11 08 05;5974;-753605
ANTIOQUIA;LA UNION;MESOPOTAMIA;01CORREGIMIENTO MESOPOTAMIA;PARQUE PRINCIPAL MESOPOTAMIA;5884725;-7531609444
ANTIOQUIA;LA PINTADA;PUESTO CABECERA MUNICIPAL;;COLISEO MUNICIPAL;5,74717E+11;-7,56053E+11
ANTIOQUIA;LIBORINA;PUESTO CABECERA MUNICIPAL;;COLISEO MUNICIPAL;6,67619E+11;-7,58149E+12
ANTIOQUIA;LIBORINA;EL CARMEN - LA VENTA;;PLACA POLIDEPORTIVA- EL CARMEN LA VENTA;6,68297E+11;-7,57499E+12
ANTIOQUIA;LIBORINA;LA HONDA;;PLACA POLIDEPORTIVA- LA HONDA;6,78116E+11;-7,58278E+12
ANTIOQUIA;LIBORINA;LA MERCED;;PLACA POLIDEPORTIVA- LA MERCED;6,76463E+11;-7,57489E+12
ANTIOQUIA;LIBORINA;SAN DIEGO;;PLACA POLIDEPORTIVA- SAN DIEGO;6,71959E+11;-7,57752E+12
ANTIOQUIA;MACEO;PUESTO CABECERA MUNICIPAL;;COLISEO CUBIERTO CENTENARIO - CALLE 30 CON CRA 25;6,55262E+11;-7,47857E+12
ANTIOQUIA;MACEO;LA SUSANA;;CASA DE LA CULTURA VICTOR MENE;66012623876;-7,46608E+12
ANTIOQUIA;MACEO;LA FLORESTA;;COLEGIO LA FLORESTA;6,47722E+11;-7,47001E+12
ANTIOQUIA;MACEO;PUERTO NUS;;ROUND POINT VIA MEDEDELLIN A PUERTO BERRIO;6,49615E+11;-7,48249E+11
ANTIOQUIA;MARINILLA;COLISEO MUNICIPAL;;CL 30 # 41-01 BR MARIA AUX;6,17657E+11;-7,53424E+12
ANTIOQUIA;MARINILLA;ESC. NORMAL SUP RAFAEL M. GIR;;CL 29 # 38-71 BR LAS MARGA;6,17501E+11;-7,53416E+12
ANTIOQUIA;MARINILLA;IE TEC INDUSTRIAL SIMONA DUQUE SECUND;;CLL 29 No 32-73 B. LA INDUSTRIAL;6,17396E+11;-7,53372E+12
ANTIOQUIA;MARINILLA;COLEGIO NACIONAL SAN JOSE;;CL 30 # 25-129 BR LA RAMAD;6,17245E+11;-75332375126
ANTIOQUIA;MARINILLA;IE ROMAN GOMEZ SD PRIMARIA ESCUELA ROJA;;CL 27 # 31-171 BR SAN JUAN;6,17044E+11;-7,53382E+12
ANTIOQUIA;MARINILLA;IE TEC INDUSTRIAL PRIMARIA ESCUELA AZUL;;CLL 30 No 33-42;6173577;-753393996
ANTIOQUIA;MARINILLA;COREDI;;CLL 30 No 36-12;6175639;-753412347
ANTIOQUIA;MARINILLA;IE RURAL ROSALIA HOYOS;;I.E. RURAL TEC. MARINILLA;6,21488E+11;-7,53253E+11
ANTIOQUIA;MONTEBELLO;PUESTO CABECERA MUNICIPAL;;CRA 22 No 18-21 COLISEO;59189243;-755130947
ANTIOQUIA;MONTEBELLO;SABALETAS;;ESC. DEL CGTO DE SABALETAS;5917548938;-7554581916
ANTIOQUIA;MONTEBELLO;EL CARMELO;;Caseta Comunal El Carmelo. E;591948513;-7549929534
ANTIOQUIA;MURINDO;PUESTO CABECERA MUNICIPAL;;I.E. MURINDO;6976849659;-7681688624
ANTIOQUIA;MURINDO;OPOGADO;;I.E. OPOGADO;6,81439E+11;-7,68775E+12
ANTIOQUIA;MURINDO;CAMPO ALEGRE;;I.E. CAMPO ALEGRE;6,85843E+11;-7,6813E+12
ANTIOQUIA;MURINDO;JEDEGA;;I.E. JEDEGA;6,87406E+11;-7,67848E+12
ANTIOQUIA;MUTATA;PUESTO CABECERA MUNICIPAL;;INSTITUCION EDUCATIVA MUTATA;7242648401;-7643727243
ANTIOQUIA;MUTATA;PAVARANDOCITO;;CENT EDUC RURAL PAVARANDOCITO;729616471;-7651533333
ANTIOQUIA;MUTATA;BEJUQUILLO;;CENT EDUC RURAL LA MILAGROSA;7365338085;-765049542
ANTIOQUIA;MUTATA;PAVARANDOGRANDE;;IE PAVARANDOGRANDE;72757046;-765587731
ANTIOQUIA;MUTATA;CAUCHERAS;;IE RURAL INMACULADA CAUCHERAS;73355313;-764894179
ANTIOQUIA;NARIÑO;PUESTO CABECERA MUNICIPAL;;Cra. 5 No. 10 A - 12 I.E. INMACULADA CONCEPCIÓN;5,60829E+11;-7,51751E+12
ANTIOQUIA;NARIÑO;BALSORA;;CTRO. PARTICIPATIVO BALSORA;5,64402E+11;-7,5134E+12
ANTIOQUIA;NARIÑO;UVITAL;;CTRO. PARTICIPATIVO UVITAL;5,61334E+11;-7,51259E+12
ANTIOQUIA;NARIÑO;PUERTO VENUS  SAMANA;;COLISEO PARQUE;55216227429;-7,51932E+12
ANTIOQUIA;NARIÑO;EL CARMELO;;CTRO. PARTICIPATIVO EL CARMELO;55919814373;-7,51863E+12
ANTIOQUIA;NARIÑO;LA LINDA;;CTRO. PARTICIPATIVO LA LINDA;5,64817E+11;-7,51886E+12
ANTIOQUIA;NARIÑO;LAS MANGAS;;CTRO. PARTICIPATIVO LAS MANGAS;5,61256E+11;-7,52063E+12
ANTIOQUIA;NECHI;PUESTO CABECERA MUNICIPAL;;IE NECHI S PPAL B. LA MISERICORDIA;8,09339E+11;-7,47752E+12
ANTIOQUIA;NECHI;BIJAGUAL;;I.E.J ELIEC GAITAN CGTO.BIJAGU;7,85757E+11;-7,48093E+12
ANTIOQUIA;NECHI;COLORADO;;INSTITUCION EDUCATIVA  COLORADO;8056713059;-7487503693
ANTIOQUIA;NECHI;LA CONCHA;;COLEGIO LA CONCHA;7,9476E+11;-7,48671E+12
ANTIOQUIA;NECHI;LAS FLORES;;I.E. LAS FLORES CGTO. LAS FLOR;8,10103E+11;-7,47584E+12
ANTIOQUIA;NECHI;LOS CARGUEROS;;I.E. JE GAITAN CGTO. LOS CARGU;7886182433;-748091374
ANTIOQUIA;NECOCLI;PUESTO CABECERA MUNICIPAL;;BARRIO SIMÓN BOLIVAR;8425847897;-76784286
ANTIOQUIA;NECOCLI;CARIBIA;;CGTO. CARIBIA;8501705335;-7667243423
ANTIOQUIA;NECOCLI;LAS CHANGAS;;CGTO. LAS CHANGAS;8544955453;-7657391499
ANTIOQUIA;NECOCLI;EL MELLITO;;CGTO. EL MELLITO;8547294894;-766724808
ANTIOQUIA;NECOCLI;EL TOTUMO;;CGTO. EL TOTUMO;832900782;-7675018976
ANTIOQUIA;NECOCLI;MELLO VILLAVICENCIO;;CGTO. MELLO VILLAVICENCIO;8455382838;-7656627605
ANTIOQUIA;NECOCLI;MULATOS;;CGTO. MULATOS;8637429315;-7672094295
ANTIOQUIA;NECOCLI;PUEBLO NUEVO;;CGTO. PUEBLO NUEVO;8416465863;-7664562653
ANTIOQUIA;NECOCLI;ZAPATA;;CGTO. ZAPATA;8681764612;-7663680206
ANTIOQUIA;OLAYA;PUESTO CABECERA MUNICIPAL;;CRA 9 No 12-43;6628216079;-7581213431
ANTIOQUIA;OLAYA;LLANADAS;;I.E. LLANADAS PRIMAVERA;6,61256E+11;-7,57648E+12
ANTIOQUIA;OLAYA;EL PENCAL;;VDA. EL PENCAL I. EDUCATIVA;6,63741E+11;-7,58079E+12
ANTIOQUIA;OLAYA;IE SEDE SUCRE;;CRA 9 No 12-43;6595936;-75796735
ANTIOQUIA;PEÑOL;I.E.LEON XIII;;TRANSV. 8A No 22-20;6,21979E+11;-7,52449E+12
ANTIOQUIA;PEÑOL;COLISEO MUNICIPAL INDERPE;;Cra.20A Nro.03 79;6,21872E+11;-7,5244E+12
ANTIOQUIA;PEQUE;PUESTO CABECERA MUNICIPAL;;KR 11 CON CL 9 COLISEO;7021512429;-7590914206
ANTIOQUIA;PEQUE;BARBACOAS;;I.E. RENEGADO VALLE;6,9695E+11;-7,58527E+12
ANTIOQUIA;PEQUE;EL AGRIO;;C.E. RURAL JUAN IGNACIO TAMAYO;6930013524;-7588029678
ANTIOQUIA;PEQUE;JERIGUA;;C.E. RURAL JERIGUA;6,99454E+11;-7,58908E+12
ANTIOQUIA;PEQUE;LOMITAS;;C.E. RURAL LOMITAS;7075551524;-7581309388
ANTIOQUIA;PEQUE;I.E.R. FLORENCIO SALAS TUBERQUIA;;I.E.R. FLORENCIO SALAS TUBERQUIA;706479;-7590631
ANTIOQUIA;PEQUE;VEGA DEL INGLES;;C.E. RURAL VEGA DEL INGLES;7,17564E+11;-7,58819E+12
ANTIOQUIA;PUEBLORRICO;PUESTO CABECERA MUNICIPAL;;CLL 31 No 31-08;5,79189E+11;-7,58405E+12
ANTIOQUIA;PUERTO BERRIO;INSTITUCION EDUCATIVA AMERICA;;KR 13 # 47-31;6,48982E+11;-7,44077E+12
ANTIOQUIA;PUERTO BERRIO;ESC. LA MILLA;;KR 6 # 41-32;6484708;-74404885
ANTIOQUIA;PUERTO BERRIO;I.E. ANTONIO NARIÑO;;CLL 50 BARRIO EL CARMELO;6490519;-7441415
ANTIOQUIA;PUERTO BERRIO;I.E. ALFONSO LOPEZ PUMAREJO;;KR 6 NO 48 - 18;6484758842;-7440449399
ANTIOQUIA;PUERTO BERRIO;INSTITUTO LA INMACULADA;;KR 9 # 54-21;6491832;-74404023
ANTIOQUIA;PUERTO BERRIO;ESC. LA ISLA;;KR 3 # 61-14 ESQUINA;6494155;-74398875
ANTIOQUIA;PUERTO BERRIO;I.E. BOMBONA;;CLL 64 KR 10 # 10 - 26 BR. URIBE;6497329;-74402815
ANTIOQUIA;PUERTO BERRIO;CARCEL;;CLL 50 No 10 - 03;6490341;-74405183
ANTIOQUIA;PUERTO BERRIO;MURILLO;;CORREG PUERTO MURILLO;6604535;-74394441
ANTIOQUIA;PUERTO BERRIO;CRISTALINA;;CORREG. CRISTALINA;6411869;-74577061
ANTIOQUIA;PUERTO BERRIO;EL BRASIL;;CORREG EL BRASIL;6483321;-74606329
ANTIOQUIA;PUERTO BERRIO;VIRGINIAS;;CORREG VIRGINIAS;639314403;-7468318673
ANTIOQUIA;PUERTO BERRIO;GRECIA;;CORREG GRECIA;646079;-7441973
ANTIOQUIA;PUERTO TRIUNFO;PUESTO CABECERA MUNICIPAL;;AV LA ESTACION CLL 14 # 12-41 IE PABLO VI PRIMARIA;5,87312E+11;-7,46411E+12
ANTIOQUIA;PUERTO TRIUNFO;CARCEL MUNICIPAL;;CLL 10 No 10-71 PALACIO MUNICIPAL;5,86848E+11;-7,46411E+12
ANTIOQUIA;PUERTO TRIUNFO;CENTRO PENITENCIARIO EL PESEBRE;;CTRO PENITENCIARIO EL PESEBRE;5,90579E+11;-7,47263E+12
ANTIOQUIA;PUERTO TRIUNFO;DORADAL;;I.E. DORADAL;5,90203E+11;-7,47327E+12
ANTIOQUIA;PUERTO TRIUNFO;ESTACION COCORNA;;I.E. ESTACION COCORNA;6,03416E+11;-7,46395E+12
ANTIOQUIA;PUERTO TRIUNFO;LA MERCED;;I.E. LA MERCED;5,92624E+11;-7,47735E+12
ANTIOQUIA;PUERTO TRIUNFO;PUERTO PERALES NUEVO;;I.E. PUERTO PERALES;5,99011E+11;-7,45856E+12
ANTIOQUIA;PUERTO TRIUNFO;SANTIAGO BERRIO;;I.E. SANTIAGO BERRIO;5,9039E+11;-7,46446E+12
ANTIOQUIA;REMEDIOS;I.E. IGNACIO YEPES YEPES;;CIRCULAR 8 No. 15-149 BRR SAN NICOLAS;70259908;-746940908
ANTIOQUIA;REMEDIOS;PARQUE EDUC. ISABELITA TEJADA CUARTAS;;CRA 11 No 5-86;70251542;-74694274
ANTIOQUIA;REMEDIOS;LA CRUZADA;01CORREGIMIENTO LA CRUZADA;I.E. LA CRUZADA;70716812;-7471558557
ANTIOQUIA;REMEDIOS;CAMPO VIJAO;;ESCUELA RURAL CAMPO VIJAO;69136171056;-7,43616E+12
ANTIOQUIA;REMEDIOS;C.E.R. CAÑAVERAL;;VEREDA CAÑAVERAL;71725958;-74593114
ANTIOQUIA;REMEDIOS;CHORRO DE LAGRIMAS;;CER CHORRO DE LAGRIMAS;6,7761E+11;-7,44761E+12
ANTIOQUIA;REMEDIOS;SANTA ISABEL;02CORREGIMIENTO SANTA ISABEL;I.E. RURAL PABLO VI;694405;-7474224444
ANTIOQUIA;RETIRO;COLISEO MUN CARLOS MAURO HOYOS;;Carrera 20 N 25 -50 Interior 115;60628885;-755010523
ANTIOQUIA;RETIRO;IE IGNACIO BOTERO VALLEJO;;Carrera 20 N 25-50 Interior 105;60622591;-755019089
ANTIOQUIA;RETIRO;IE LUIS EDUARDO POSADA;;Vereda Los Salados -CER Luis Eduardo Posada;6094;-7548929167
ANTIOQUIA;RIONEGRO;I.E. JULIO SANIN;01COMUNA 1 LIBORIO MEJIA;CL 52 # 44-03;61553169617;-7,53691E+12
ANTIOQUIA;RIONEGRO;OFICINA VALORIZACION ALCALDIA;01COMUNA 1 LIBORIO MEJIA;CL 52 # 50 - 15;6,15538E+11;-7,53732E+12
ANTIOQUIA;RIONEGRO;COLISEO RUBEN DARIO QUINTERO;01COMUNA 1 LIBORIO MEJIA;CALLE 54 No 50-028;6,15746E+11;-7,53727E+12
ANTIOQUIA;RIONEGRO;ESCUELA UNIDA;01COMUNA 1 LIBORIO MEJIA;CLL 52 40 - 86;6,15429E+11;-7,53723E+12
ANTIOQUIA;RIONEGRO;IE JOSEFINA MUÑOZ GONZALEZ SD BALDOMERO;01COMUNA 1 LIBORIO MEJIA;CRA 57D No 52 - 14;6,15883E+11;-7,53753E+11
ANTIOQUIA;RIONEGRO;IE SAN ANTONIO;02COMUNA 2 SAN ANTONIO;CALLE 34 No 59-103;6,13006E+11;-7,53812E+11
ANTIOQUIA;RIONEGRO;IT SANTIAGO DE ARMA;03COMUNA 3 MONS. ALFONSO URIBE J;CRA 52 No 42B-151;6155;-75371
ANTIOQUIA;RIONEGRO;COLISEO IVAN RAMIRO CORDOBA;03COMUNA 3 MONS. ALFONSO URIBE J;CALLE 43 A 50 200 SECTOR ESTADIO;6,14675E+11;-7,5374E+12
ANTIOQUIA;RIONEGRO;IE JOSEFINA MUÑOZ GONZALEZ SD CUATRO ESQ;03COMUNA 3 MONS. ALFONSO URIBE J;CRA 41 No 36-83;6,14954E+11;-7,53601E+12
ANTIOQUIA;RIONEGRO;ESC EDUARDO URIBE BOTERO;04COMUNA 4 EL PORVENIR;CRA 65A No 75A-01;6,14715E+11;-7,53874E+12
ANTIOQUIA;RIONEGRO;LIC CONSEJO MUNICIPAL;04COMUNA 4 EL PORVENIR;CRA 69 No 41B-24;61501179123;-7,53879E+12
ANTIOQUIA;RIONEGRO;ESC PASCUALA MUÑOZ;04COMUNA 4 EL PORVENIR;CLL 45 No 57-20;6,1511E+11;-75379332304
ANTIOQUIA;RIONEGRO;CARCEL MUNICIPAL;;CARCEL;6157252038;-7536574197
ANTIOQUIA;RIONEGRO;I E GILBERTO ECHEVERRY MEJIA;05CORREGIMIENTO DEL SUR;VDA CABECERAS;6,12051E+11;-7,54123E+12
ANTIOQUIA;RIONEGRO;I E ANTONIO DONADO CAMACHO;06CTO JOSE MARIA CORDOVA M;VEREDA EL TABLAZO;6,1438E+11;-7,54499E+12
ANTIOQUIA;RIONEGRO;AUDITORIO AEROPUERTO CORR. J.M.C.;06CTO JOSE MARIA CORDOVA M;VDA SAJONIA;6,17102E+11;-7,54276E+12
ANTIOQUIA;RIONEGRO;I E BARRO BLANCO;07CTO CENTRO CASIMIRO GARCIA;VEREDA BARRO BLANCO;61501552471;-7,53946E+12
