DEPARTAMENTO;MUNICIPIO;PUESTO;COMUNA;DIRECCIÓN;LATITUD;LONGITUD
ANTIOQUIA;CAREPA;COLISEO CUBIERTO;;CALLE 78 No. 76 - 63 BARRIO 20 DE JULIO;7,75335E+11;-7,66556E+12
ANTIOQUIA;CAREPA;PLACA POLIDEPORTIVA EL OASIS;;CRA  73 No  62B - 16;7,75324E+11;-7,66591E+12
ANTIOQUIA;CAREPA;PLACA POLIDEPORTIVA SAN MARINO;;CALLE 76 NRO 65 10 BARRIO SAN MARINO;77546724;-766499905
ANTIOQUIA;CAREPA;CASA VERDE;;CENTRO EDUCATIVO RURAL VIJAGUAL SECTOR MILUCHA;7788933;-766609001
ANTIOQUIA;CAREPA;EL SILENCIO;;I.E VILLA NELLY EL SILENCIO;7,74915E+11;-7,67324E+12
ANTIOQUIA;CAREPA;PIEDRAS BLANCAS;;I.E. PIEDRAS BLANCAS;7,74581E+11;-7,65562E+12
ANTIOQUIA;CAREPA;ZUNGO EMBARCADERO;;I.E ZUNGO EMBARCADERO;7,84805E+11;-7,67399E+11
ANTIOQUIA;CARMEN DE VIBORAL;COLISEO MUNICIPAL;;KR 29 # 31 - 46;6,08414E+11;-7,53352E+12
ANTIOQUIA;CARMEN DE VIBORAL;CENTRO DE CONVENCIONES;;KR 29 ENTRE CL 37 Y 38;60840152111;-7,53352E+12
ANTIOQUIA;CARMEN DE VIBORAL;POLIDEPORTIVO MUNICIPAL;;CRA 29 No 28A-27;6,08184E+11;-7,53331E+12
ANTIOQUIA;CARMEN DE VIBORAL;IE EL PROGRESO;;CRA 33 No 15-30;6,06947E+11;-7,53317E+12
ANTIOQUIA;CARMEN DE VIBORAL;LA ESPERANZA;01CORREGIMIENTO LA ESPERANZA;CGTO INSP. LA ES;6,04069E+11;-7,52296E+12
ANTIOQUIA;CARMEN DE VIBORAL;ALTO GRANDE;02CORREGIMIENTO ALTO GRANDE;ALTO GRANDE;6,10374E+11;-75324229002
ANTIOQUIA;CARMEN DE VIBORAL;LA CHAPA;03CORREGIMIENTO LA CHAPA;CGTO INS EDUCATIVO LA;6,05155E+11;-7,53168E+12
ANTIOQUIA;CARMEN DE VIBORAL;SANTA RITA;04CORREGIMIENTO SANTA RITA;VDA EL PORVENIR;5,92344E+11;-7,52294E+12
ANTIOQUIA;CARMEN DE VIBORAL;SANTA INES;05CORREGIMIENTO SANTA INES;VEREDA SANTA INES;5,97736E+11;-7,51916E+12
ANTIOQUIA;CARMEN DE VIBORAL;LA MADERA;06CORREGIMIENTO LA MADERA;ESCUELA LA MADERA;6,01961E+11;-7,53347E+12
ANTIOQUIA;COPACABANA;IE GABRIELA MISTRAL;;CARRERA 28 No 43-199;635415961;-754937682
ANTIOQUIA;CARMEN DE VIBORAL;AGUAS CLARAS;07CORREGIMIENTO AGUAS CLARAS;I.E. SANTA MARIA;6,07375E+11;-7,53786E+12
ANTIOQUIA;CAROLINA;PUESTO CABECERA MUNICIPAL;;I.E. PRESBITERO JULIO TAMAYO C;6,72598E+11;-7,52804E+12
ANTIOQUIA;CAROLINA;GUANACAS;;VDA. GUANACAS KM 6;6,69726E+11;-7,53401E+12
ANTIOQUIA;CAUCASIA;INSTITUCION EDUCATIVA SANTO DOMINGO;;CRA 21 No 35-12;7998443352;-7520030111
ANTIOQUIA;CAUCASIA;IE SANTO DOMINGO NUEVA SANTA H;;CRA 21A CLL 28C;7,99497E+11;-7,52078E+12
ANTIOQUIA;CAUCASIA;I.E. LICEO CAUCASIA STA HELENA;;CLL 28 NO 25B-15;7,99309E+11;-7,52027E+11
ANTIOQUIA;CAUCASIA;INSTITUCION EDUCATIVA LICEO CAUCASIA;;CRA 21 No 22-55;7990424722;-7520242972
ANTIOQUIA;CAUCASIA;INSTITUCION EDUCATIVA LICEO CONCEJO MPAL;;CRA 20 CLL 21 AV. PAJONAL;7987391389;-7520201944
ANTIOQUIA;CAUCASIA;I.E. STA TERESITA LOMA FRESCA;;CRA 6 No 6-8;7987717;-75194829
ANTIOQUIA;CAUCASIA;I.E. STA TERESITA CENTRO;;CRA 3 No 19-44;7987555;-75192855
ANTIOQUIA;CAUCASIA;I.E.ANTIOQUIA LA GRANDE;;TRONCAL DE OCCIDENTE;8,00678E+11;-7,52456E+12
ANTIOQUIA;CAUCASIA;I.E. LA MISERICORDIA SN RAFAEL;;CRA 9 ENTRE CL 17 Y 18;7987222222;-7519694444
ANTIOQUIA;CAUCASIA;COL MIL EL TESORO DEL SABER;;CRA 23B CLL 11A;7,98206E+11;-7,52047E+12
ANTIOQUIA;CAUCASIA;I.E. LA MISERICORDIA PPAL;;CRA 16 NO 12-51;7,98254E+11;-7,52E+12
ANTIOQUIA;CAUCASIA;INST.EDUC.MARCO FIDEL SUAREZ;;CRA 12 # 12-63 BR. PUEBLO NUEVO;7,98264E+11;-7,51986E+12
ANTIOQUIA;CAUCASIA;I.E. DIVINO NIÑO PRINCIPAL;;CRA 1B # 8A-01;7,98004E+11;-7,51923E+12
ANTIOQUIA;CAUCASIA;I.E. DIVINO NIÑO SEC CARACOLI;;CRA 3 NO 3-26;7975013;-75193734
ANTIOQUIA;CAUCASIA;I.E. DIVINO NIÑO sede SAN JOSE;;CRA 3A ENTRE CLL 9 Y 10 SUR BR;7,96936E+11;-7,51949E+12
ANTIOQUIA;CAUCASIA;INSTITUCION EDUCATIVA LAS MALVINAS;;CLL 3 ENTRE CRA 5 Y 6;7,97142E+11;-7,51812E+12
ANTIOQUIA;CAUCASIA;CARCEL;;CL 17 CRR 9 ESQUINA;7,97978E+11;-7,52005E+12
ANTIOQUIA;CAUCASIA;CUTURU;;I.E. CUTURÚ;7,72587E+11;-7,47901E+12
ANTIOQUIA;CAUCASIA;EL PANDO;;I.E EL PANDO;7793313275;-7506955458
ANTIOQUIA;CAUCASIA;LA ILUSION;;I.E LA ILUSION;8023843;-75089856
ANTIOQUIA;CAUCASIA;MARGENTO;;I.E MARGENTO;80371940193;-7,49529E+12
ANTIOQUIA;CAUCASIA;PALANCA;;I.E PALANCA;8008788;-7502128
ANTIOQUIA;CAUCASIA;PUERTO COLOMBIA;;I.E PUERTO COLOMBIA;7,57931E+11;-7,50138E+12
ANTIOQUIA;CAUCASIA;PALOMAR;;I.E PALOMAR;7,99996E+11;-7,49741E+12
ANTIOQUIA;CAUCASIA;PUERTO GLORIA;;I.E PUERTO GLORIA;7,80489E+11;-7,49293E+12
ANTIOQUIA;CAUCASIA;PUERTO TRIANA;;I.E PUERTO TRIANA;7,68407E+11;-7,48923E+12
ANTIOQUIA;CAUCASIA;SANTA ROSITA;;I.E SANTA ROSITA;7,95706E+11;-7,52973E+12
ANTIOQUIA;CISNEROS;PUESTO CABECERA MUNICIPAL;;ESC. CONCEPCION RESTREPO CRA 16 # 19-28;653889;-7508608
ANTIOQUIA;COCORNA;PUESTO CABECERA MUNICIPAL;;COLISEO - Kr 23 CON CL 23 # 23 - 07;6,06036E+11;-7,51856E+12
ANTIOQUIA;COCORNA;AGUALINDA;;C.E. RURAL AGUALINDA;5,96571E+11;-7,51702E+12
ANTIOQUIA;COCORNA;LA PIÑUELA;;I.E.EVA TULIO QUINTERO DE TORO;6,01125E+11;-7,51424E+12
ANTIOQUIA;COCORNA;CRUCES;;C.E. RURAL CRUCES;6,10999E+11;-7,52302E+12
ANTIOQUIA;COCORNA;LA FLORIDA;;C.E. RURAL LA FLORIDA;5,91733E+11;-7,51034E+12
ANTIOQUIA;COCORNA;LA GRANJA;;C.E. RURAL LA GRANJA;6,00662E+11;-7,50915E+12
ANTIOQUIA;COCORNA;LA PRIMAVERA;;C.E. RURAL LA PRIMAVERA;5,98723E+11;-7,51747E+12
ANTIOQUIA;COCORNA;PAILANIA;;C.E. RURAL PAILANIA;5,97759E+11;-7,51154E+12
ANTIOQUIA;CONCEPCION;PUESTO CABECERA MUNICIPAL;;CLL ANTONIO NARIÑO No 17-50 IE PRESB. L. AGUIRRE;6,39446E+11;-7,52574E+12
ANTIOQUIA;CONCORDIA;PUESTO CABECERA MUNICIPAL;;I.E.DE JESUS CR. 22 NO. 19 - 65;604469;-7590828
ANTIOQUIA;CONCORDIA;EL SOCORRO;;ESCUELA EL SOCORRRO;6121029023;-75901236429
ANTIOQUIA;CONCORDIA;MORELIA;;ESCUELA MORELIA;605338889;-75982797199
ANTIOQUIA;CONCORDIA;MORITOS;;ESCUELA SAN JOSE DEL GOLPE;6005292;-75839551
ANTIOQUIA;COPACABANA;IE PRESBITERO B. MONTOYA;;CLL 50 No 34-07;6353871711;-7549953495
ANTIOQUIA;COPACABANA;COL COOP JUAN DEL CORRAL;;CARRERA 40 No 48-114;6349454517;-7550158484
ANTIOQUIA;COPACABANA;IE VILLANUEVA;;CARRERA 56 No 56-155;6348539016;-7551352535
ANTIOQUIA;COPACABANA;CASA DE LA CULTURA;;CLL 50 No 47-79;6,34721E+11;-7,55066E+12
ANTIOQUIA;COPACABANA;I.E ASUNCION PRIMARIA;;CALLE 49 No 50-35;6345831798;-7550788198
ANTIOQUIA;COPACABANA;COL JOSE MIGUEL RESTREPO;;CARRERA 46B No 47A-29;6345517236;-7550496374
ANTIOQUIA;COPACABANA;IE CAMILO TORRES;;CARRERA 50 A  No 47A-33;634426432;-7550805364
ANTIOQUIA;COPACABANA;IE ASUNCION SECUNDARIA;;CRA 49 No 48-19;6,34586E+11;-7,55069E+12
ANTIOQUIA;COPACABANA;Col. Autónomo Ntra. Señora de la B. E;;CLL 50 No 63-40;6,34352E+11;-7,55174E+12
ANTIOQUIA;COPACABANA;LICEO SAN LUIS GONZAGA;;CLL 50 No 62-78;63442774081;-7,55158E+12
ANTIOQUIA;COPACABANA;IE LA TRINIDAD;;CLL 41 No 78C-32;6,33519E+11;-7,55317E+12
ANTIOQUIA;COPACABANA;ESC. URB. LA MISERICORDIA;;CLL 48 No 66A-15;6,3413E+11;-7,55185E+12
ANTIOQUIA;COPACABANA;I.E. SAN RAFAEL;;VEREDA ZARZAL AUTOPISTA NORTE;6,36215E+11;-7,54949E+12
ANTIOQUIA;COPACABANA;SEDE MONTAÑUELA - I. E. SAN LUIS GONZAGA;;VEREDA QUEBRADA ARRIBA - SECTOR MONTAÑUELA;6,3216E+11;-75470048
ANTIOQUIA;CHIGORODO;ESC. SIMON BOLIVAR;;KR 99 # 97-12 BR. CASA BLANCA;7670110889;-766775952
ANTIOQUIA;CHIGORODO;ESC. BRISAS DEL RIO;;CL 95F # 92-13 BR. BRISAS DEL RIO;7664828771;-7667371241
ANTIOQUIA;CHIGORODO;INSTITUCION EDUCATIVA CHIGORODO;;CALLE 94 No. 103-53 BARRIO KENEDDY;7666942007;-7668488113
ANTIOQUIA;CHIGORODO;LICEO MUNICIPAL;;KR 99 # 84-35 BR. EL BOSQUE;766015466;-7668000878
ANTIOQUIA;CHIGORODO;INST.EDUCATIVA LOS ANDES;;CL 97 # 105-27 ANTIGUO IDEM;7669443232;-76684669
ANTIOQUIA;CHIGORODO;BARRANQUILLITA;;CASETA COMUNAL/CGTO BARRANQUILLITA;7570599354;-7669610057
ANTIOQUIA;DABEIBA;COLISEO MUNICIPAL DESTREZAS DABEIBANAS;;CLL 10 CRA 9;70023238;-762649678
ANTIOQUIA;DABEIBA;ESC JUAN HENRIQUE WHITE;;CLL VELEZ No 11-09;70011805;-762654718
ANTIOQUIA;DABEIBA;CAMPARRUSIA;;CASETA COMUNAL;70006661;-760366797
ANTIOQUIA;DABEIBA;LLANO GRANDE LA NUEVA HABANA;;I.E. MADRE LAURA MONTOYA SD LLANO GRANDE;70748082;-76244772
ANTIOQUIA;DABEIBA;ESCUELA IE MADRE LAURA SEDE VALLESI;;VEREDA VALLESI;70443223;-764089827
ANTIOQUIA;DABEIBA;CRUCES URAMA;;C.E. RURAL JOSEFA ROMERO;70184722;-761996717
ANTIOQUIA;DABEIBA;SEDE BOTON - I.E. JUAN H. WHITE;;VEREDA EL BOTON;69249601;-762549235
ANTIOQUIA;DABEIBA;URAMAGRANDE;;I.E. RURAL URAMA SEDE PRIMARIA;7017146599;-7614424345
ANTIOQUIA;DABEIBA;LA BALSITA - ARGELIA;;CASETA COMUNAL;7054473323;-7612481889
ANTIOQUIA;DABEIBA;SANTA TERESA;;I. E. R  INDIGENISTA LLANO GORDO SEDE TAPARALES.;7170562;-76406388
ANTIOQUIA;DON MATIAS;PUESTO CABECERA MUNICIPAL;;CRA 31 No 31-07;6484160556;-7539345556
ANTIOQUIA;DON MATIAS;BELLAVISTA;;COL. ANTONIO JOSE CADAVID CHAV;6540066227;-7528537855
ANTIOQUIA;DON MATIAS;RIO GRANDE;;C.E.R. RIOGRANDE;6528221997;-7539626756
ANTIOQUIA;EBEJICO;PUESTO CABECERA MUNICIPAL;;I.E.U SAN JOSE CALLE 19 # 14-22 AV LA REPUBLICA;6326385829;-757692283
ANTIOQUIA;EBEJICO;BRASIL;01CORREGIMIENTO BRASIL;I.E. BOYACA;6339941811;-7573216017
ANTIOQUIA;EBEJICO;EL ZARZAL;05CORREGIMIENTO EL ZARZAL;URBANIZACION LOS SAUCES LFTS;6,31921E+11;-7,57542E+12
ANTIOQUIA;EBEJICO;GUAYABAL;02CORREGIMIENTO GUAYABAL;ESC LA ARGENTINA;6386044661;-7575909492
ANTIOQUIA;EBEJICO;LA CLARA;03CORREGIMIENTO LA CLARA;I.E. LA CLARA;6278808435;-757604843
ANTIOQUIA;EBEJICO;SEVILLA;04CORREGIMIENTO SEVILLA;COL. PBRO LUIS GABRIEL YEPE;6294525;-7578493889
ANTIOQUIA;EL BAGRE;CTRO DE FORM. MINERO AMB. SD ROLDAN BL1;;CLL 43 CRA 47;7,58457E+11;-7481068333
ANTIOQUIA;EL BAGRE;COLEGIO LA ESMERALDA;;CR. 38 No. 69 B -75;7612325;-7480098611
ANTIOQUIA;EL BAGRE;ESCUELA PORTUGAL;;CR 20 # 32-46, BR PORTUGAL;7597591667;-7479753333
ANTIOQUIA;EL BAGRE;COLEGIO 20 DE JULIO;;CL. 38 # 38-14, BR VEINTE DE J;7,59483E+11;-7,48029E+12
ANTIOQUIA;EL BAGRE;CARCEL MUNICIPAL;;CR.50 # 43-53, BR BIJAO;7601597222;-7481178333
ANTIOQUIA;EL BAGRE;PUERTO CLAVER;;ESC. RURAL PUERTO CLAVER;77004447583;-7,47352E+12
ANTIOQUIA;EL BAGRE;PUERTO LOPEZ;;COL. RURAL PUERTO LOPEZ;7,43788E+11;-7,46881E+12
ANTIOQUIA;ENTRERRIOS;PUESTO CABECERA MUNICIPAL;;CRA 14 No. 10-17 SECTOR LA PEDRERA;65657174967;-7,55201E+12
ANTIOQUIA;ENVIGADO;COL LA SALLE DE ENVIGADO;;CLL 24 SUR NO 42B - 1;6,18059E+11;-7,55799E+12
ANTIOQUIA;ENVIGADO;COL UNID EDUC SAN MARCOS;;CLL 31A SUR NO 43A 92;6,17636E+11;-7,55864E+12
ANTIOQUIA;ENVIGADO;CTRO DE ENCUENTRO CIUDADANO SAN MARCOS;;CRA 45 No 32B SUR-16;6172334146;-7558521338
ANTIOQUIA;ENVIGADO;COLEGIO BENEDITINO DE SANTA MARIA;;CALLE 24 SUR No 39-36;61790896;-755768569
ANTIOQUIA;ENVIGADO;IE MARCELIANO VELEZ;;CRA 43 No 33B SUR -43;6,17261E+11;-7,55864E+12
ANTIOQUIA;ENVIGADO;LICEO FRANCISCO RESTREPO MOLINA;;CRA 41 No 35 SUR-70;6,17059E+11;-7,55854E+12
ANTIOQUIA;ENVIGADO;IE NORMAL SUPERIOR DE ENVIGADO;;CLL 37 SUR No 33 - 14;616731234;-75582708
ANTIOQUIA;ENVIGADO;COLEGIO COLOMBO BRITANICO;;TRANSVERSAL 29 SUR  DIAGONAL 32 B 97;61772434;-755884717
ANTIOQUIA;ENVIGADO;IE SAN VICENTE DE PAUL;;CRA 29A No 36D SUR-71;61667401937;-7,5579E+12
ANTIOQUIA;ENVIGADO;IE DARIO DE BEDOUT;;DIAG. 29 No 35D SUR -10;6167608803;-7558656444
ANTIOQUIA;ENVIGADO;IE MARIA PAUSSEPIN;;CLL 34DD SUR No 28-24;617033948;-7558952637
ANTIOQUIA;ENVIGADO;ESCUELA PIO XII;;CRA 31 No 38 SUR-51;6,1654E+11;-7,55816E+12
ANTIOQUIA;ENVIGADO;CTRO DE DESAR. INFANTIL CDI EL DORADO;;CLL 40B SUR No 37-50 PARQUE EL DORADO;6,16741E+11;-7,5586E+12
ANTIOQUIA;ENVIGADO;ESC FERNANDO GONZALEZ;;CRA 40 No 38A SUR-8;61675923142;-7,55862E+12
ANTIOQUIA;ENVIGADO;IE MANUEL URIBE ANGEL (MUA);;CRA 44 No 38SUR-15;617;-75589
ANTIOQUIA;ENVIGADO;I E ALEJANDRO VELEZ BARRIENTOS;;CALLE 39 SUR No 45 C-09;61699394;-755942479
ANTIOQUIA;ENVIGADO;POLIDEPORTIVO SUR DE ENVIGADO;;CRA 48 No 46SUR-150;6153496524;-7558472522
ANTIOQUIA;ENVIGADO;URB. MULTIFAMILIAR  SEÑORIAL;;CLL 48E SUR No 42C-54;6,15921E+11;-7,55967E+12
ANTIOQUIA;ENVIGADO;IE LA PAZ;;CLL 46SUR No 42-16;6,16218E+11;-7,5594E+11
ANTIOQUIA;ENVIGADO;IE LETICIA ARANGO DE AVENDAÑO;;CLL 45 B SUR No 42C-09;616814214;-7557249971
ANTIOQUIA;ENVIGADO;IE LA PAZ SD PRIMARIA  JHON F. KENNEDY;;CRA 42 B  CON CLL 46 SUR;6165;-75589
ANTIOQUIA;ENVIGADO;CANCHA LA MERCED;;CALLE 40 E SUR No 40 -30;61647628;-755912605
ANTIOQUIA;ENVIGADO;COLEGIO GIMNASIO INTEGRAL SANTA ANA;;CARRERA 38 No 45 A SUR  102;6,1612E+11;-7,55908E+12
ANTIOQUIA;ENVIGADO;IE COMERCIAL DE ENVIGADO;;CLL 41 SUR No 24C-71;6153;-75584
ANTIOQUIA;ENVIGADO;INST UNIVERSITARIA ENVIGADO;;CRA 27B No 39A SUR-57;6158;-7558
ANTIOQUIA;ENVIGADO;IE EL SALADO;;CRA 25 No 39D SUR-30;6153;-75584
ANTIOQUIA;ENVIGADO;COL CUMBRES;;CRA 27B No 27D SUR-86;6168;-75571
ANTIOQUIA;ENVIGADO;COLEGIO FRANCISCANO PALERMO DE SAN JOSE;;Calle 36 D SUR No 16    86  Km 3 Loma del Escobero;6,16614E+11;-7,55531E+12
ANTIOQUIA;ENVIGADO;JOSE MANUEL RESTREPO VELEZ;;CL 38 SUR NO 45A 87;6,1716E+11;-7,55913E+12
ANTIOQUIA;ENVIGADO;CARCEL MUNICIPAL DE ENVIGADO;;CRA 43 NO 38 SUR 35;6169560617;-7,55883E+12
ANTIOQUIA;ENVIGADO;LAS PALMAS CENTRO DE SALUD;;CENT DE SALUD;6,1523E+11;-7,55343E+12
ANTIOQUIA;ENVIGADO;PANTANILLO IE MARTIN EDUARDO RIOS LLANOS;;CRA 2 No 20 SUR - 195;61884611;-755010652
ANTIOQUIA;FREDONIA;ESC NORMAL SUPERIOR MARIANO OSPINA SEC P;;CALLE 51 No. 48-34;5,92835E+11;-7,56718E+12
ANTIOQUIA;FREDONIA;ESCUELA MARCO FIDEL SUAREZ;;CRA 51A  No 47 - 28;5,92547E+11;-7,56713E+11
ANTIOQUIA;FREDONIA;CARCEL;;KR 50 # 47 - 32;5,92672E+11;-7,5671E+12
ANTIOQUIA;FREDONIA;MINAS;;LOCAL ANTIGUO PUESTO DE SALUD;5,92561E+11;-7,57365E+11
ANTIOQUIA;FREDONIA;LA GARRUCHA;;I.E. MINAS SECC. LA GARRUCHA;5910141432;-7570501431
ANTIOQUIA;FREDONIA;LOS PALOMOS;;I.E. LOS PALOMOS;5,96808E+11;-7,56766E+12
ANTIOQUIA;FREDONIA;MARSELLA;;I.E. LLANO GRANDE;5,86347E+11;-7,5688E+12
ANTIOQUIA;FREDONIA;PUENTE IGLESIAS;;IE. LLANO GRANDE ALFONSO PALACIO;5,83169E+11;-7,57091E+12
ANTIOQUIA;FREDONIA;EL ZANCUDO;;I.E. EDELMIRA ALVAREZ;5,8914E+11;-7,56574E+12
ANTIOQUIA;FREDONIA;PIEDRA VERDE;;I.E. PIEDRA VERDE;5964110769;-7563763813
ANTIOQUIA;FRONTINO;PUESTO CABECERA MUNICIPAL;;UNIDAD DEPORTIVA LA MANDARINA;6773903583;-7613342822
ANTIOQUIA;FRONTINO;CARAUTA;;C.E. RURAL CARAUTA;66701462;-763046057
ANTIOQUIA;FRONTINO;CHONTADURO;;C.E. RURAL CHONTADURO;68438889;-7,62139E+12
ANTIOQUIA;FRONTINO;EL CERRO;;C.E. RURAL EL CERRO;67075;-7,61514E+12
ANTIOQUIA;FRONTINO;EL MADERO;;C.E. RURAL EL MADERO;68433333;-7,61394E+12
ANTIOQUIA;FRONTINO;FUEMIA;;C.E. RURAL FUEMIA;6,86086E+11;-7,62496E+12
ANTIOQUIA;FRONTINO;ALTOS DE MURRI;;C.E. RURAL INDIGENISTA ALTO DE;6,54845E+11;-7,64428E+12
ANTIOQUIA;FRONTINO;MURRI;;COLISEO CUBIERTO;67427778;-7636694
ANTIOQUIA;FRONTINO;MUSINGA;;C.E. RURAL MUSINGA;67813889;-7,62056E+12
ANTIOQUIA;FRONTINO;PONTON;;C.E. RURAL PONTON;67416667;-7,60939E+12
ANTIOQUIA;FRONTINO;NOBOGA;;C.E. RURAL NOBOGA;68290972;-7,61821E+12
ANTIOQUIA;FRONTINO;NUTIBARA;;I.E.RURAL GABRIELA W DE VELEZ SEC. PRIMARIA;680312774;-7624773095
ANTIOQUIA;FRONTINO;PANTANOS;;CTRO. INDIGENISTA PANTANOS ANT;67330556;-7,64711E+12
ANTIOQUIA;FRONTINO;EL SALADO;;C.E. EL SALADO;66502778;-7627
ANTIOQUIA;GIRALDO;PUESTO CABECERA MUNICIPAL;;COLIS. GUILLERMO GAVIRIA CLL 11 No 10-04/20;6,68123E+11;-7,59522E+12
ANTIOQUIA;GIRALDO;I.E.R SANTA ROSA DE LIMA;;ESC. MANGLAR;6,69422E+11;-7,59481E+12
ANTIOQUIA;GIRALDO;IE SANTA ROSA DE LIMA SD F. HINCAPIE;;ESCUELA PINGURO;6,67451E+11;-7,59015E+12
ANTIOQUIA;GIRARDOTA;NTRA. SRA. DE LA PRESENTACION;;CL 7 #18 92;6,38055E+11;-7,54477E+11
ANTIOQUIA;GIRARDOTA;ESCUELA COLOMBIA;;CL 5 A #14 A 62;6374868384;-7544386735
ANTIOQUIA;GIRARDOTA;ATANASIO GIRARDOT ESC LA NUEVA;;CRA 17A No 12A-63;6374868384;-7544386735
ANTIOQUIA;GIRARDOTA;COL JUAN BERNARDONE;;CRA 14 No 7-49;6378002465;-7544868662
ANTIOQUIA;GIRARDOTA;IE EMILIANO GARCIA;;CARRERA 16F No 9-63;6376121226;-754484271
ANTIOQUIA;GIRARDOTA;LICEO  MANUEL  JOSE  SIERRA;;CARRERA 10 A NRO 10 D 12  SANTA ANA;6,37082E+11;-7,54469E+12
ANTIOQUIA;GIRARDOTA;CABILDO;;ESCUELA RURAL SAN DIEGO VDA. CABILDO;6389694371;-7542810132
ANTIOQUIA;GIRARDOTA;LA MANGA ARRIBA;;ESCUELA MANGA ARRIBA VDA. MANGA ARRIBA;635842122;-7544100275
ANTIOQUIA;GIRARDOTA;INST EDUCATIVA NUESTRA SEÑORA DEL CARMEN;;VEREDA ENCENILLOS;6,37695E+11;-7,54178E+12
ANTIOQUIA;GIRARDOTA;SAN ANDRES;;ESCUELA SAN ANDRES VDA. SAN ANDRES;6399210285;-7544005325
ANTIOQUIA;GOMEZ PLATA;PUESTO CABECERA MUNICIPAL;;IE BLOQUE 1 CALLE 48 N-51-25;6679480104;-7522041174
ANTIOQUIA;GOMEZ PLATA;EL SALTO;;LICEO EL SALTO;6783350587;-7523791011
ANTIOQUIA;GOMEZ PLATA;SAN MATIAS;;CENTRO DE SALUD;6769668871;-7519269621
ANTIOQUIA;GOMEZ PLATA;LA ESTRELLA;;CENTRO DE SALUD;6,6837E+11;-7,52138E+12
ANTIOQUIA;GRANADA;PUESTO CABECERA MUNICIPAL;;Cll. Boyacá 20 entre cra. 25 y 26 COLISEO CUBIERTO;6,14197E+11;-7,51841E+12
ANTIOQUIA;GRANADA;SANTA ANA;01CORREGIMIENTO SANTA ANA;I.E SANTA ANA;6072919996;-751014057
ANTIOQUIA;GRANADA;LOS MEDIOS;;I. E. LOS MEDIOS;6085;-7513833333
ANTIOQUIA;GUADALUPE;PUESTO CABECERA MUNICIPAL;;carrera 48 No 49 2;6,81367E+11;-7,52381E+12
ANTIOQUIA;GUADALUPE;GUADALUPE IV;;CENTRO EDUCATIVO RURAL;6,83922E+11;-7,51894E+12
ANTIOQUIA;GUADALUPE;MALABRIGO;;CTRO. ED. ALBERTO B.;6,88623E+11;-7,52079E+11
ANTIOQUIA;GUADALUPE;SAN JUAN;;ESC. RURAL SAN JUAN;6,87458E+11;-7,52167E+12
ANTIOQUIA;GUARNE;INST. EDUCATIVA SANTO TOMAS;;CRA 50 No 52-99;6,27913E+11;-7,54431E+12
ANTIOQUIA;GUARNE;COLISEO SANTO TOMAS;;CRA 50 No 51-176-190;6,27981E+11;-7,54404E+12
ANTIOQUIA;GUARNE;INST. EDUCATIVA EL ZANGO;;I.E. VDA. EL ZANGO;6,28051E+11;-7,54431E+12
ANTIOQUIA;GUARNE;INDER POLIGONO 25;;CRA 53 N 46A 368;6,27562E+11;-7,54416E+12
ANTIOQUIA;GUARNE;I.E. LA INMACULADA CONCEPCION;;CRA 50 No. 51-92;6,27913E+11;-7,5439E+12
ANTIOQUIA;GUARNE;COLEGIO SAN ANTONIO;;CRA 50 No 35D - 43 SAN ANTONIO;6,27913E+11;-7,54349E+12
ANTIOQUIA;GUARNE;I.E. CHAPARRAL;;ESC. JUANA PETRONA VDA. SEM;6,27981E+11;-7,54427E+12
ANTIOQUIA;GUARNE;ALTO DE LA VIRGEN;;I.E. VDA. ALTO DE LA VIRGEN.;6,27981E+11;-7,5439E+12
ANTIOQUIA;GUARNE;VDA SAN IGNACIO;;ESCUELA SAN IGNACIO;6,27844E+11;-7,54369E+11
ANTIOQUIA;GUARNE;TOLDAS;;JAC TOLDAS;6,28049E+11;-7,5439E+12
ANTIOQUIA;GUARNE;PIEDRAS BLANCAS;;I.E. PIEDRAS BLANCAS.;6,28117E+11;-7,54362E+11
ANTIOQUIA;GUARNE;INST EDUC EZEQUIEL SIERRA;;VDA YOLOMBAL;6,28313E+11;-7,54372E+11
ANTIOQUIA;GUATAPE;PUESTO CABECERA MUNICIPAL;;CR 26 # 30-04 COLISEO;6232676797;-7515841011
ANTIOQUIA;HELICONIA;PUESTO CABECERA MUNICIPAL;;I.E. SAN RAFAEL CRA 19 # 21-50;62092902767;-7,57324E+12
ANTIOQUIA;HELICONIA;I.E. ALTO DEL CORRAL;;ALTO DEL CORRAL HELICONIA;6,20484E+11;-7,57729E+12
ANTIOQUIA;HELICONIA;LA PAVA;;C.E.R. LA PAVA;6,22486E+11;-7,57727E+12
ANTIOQUIA;HELICONIA;PUEBLITO;;I.E. HECTOR HIGINIO BEDOYA VARGAS;6,16766E+11;-7,57214E+12
ANTIOQUIA;HELICONIA;SALON COMUNAL  LLANO DE SAN JOSE;;llano de san jose salon comunal;6,25203E+11;-7,57496E+12
ANTIOQUIA;HISPANIA;PUESTO CABECERA MUNICIPAL;;Calle 49 No. 52 - 51 I.E. AURA MARIA VALENCIA;5,79905E+11;-7,59086E+11
ANTIOQUIA;HISPANIA;EL LLANETE;;VEREDA EL LLANETE;5774581583;-7588675949
