DEPARTAMENTO;MUNICIPIO;PUESTO;COMUNA;DIRECCIÓN;LATITUD;LONGITUD
ANTIOQUIA;MEDELLIN;SEC. ESC. LA ESPERANZA No 2;01COMUNA 1 POPULAR;KR 29 # 102 - 20;629116;-75541166
ANTIOQUIA;MEDELLIN;INST.EDUC. LA CANDELARIA;01COMUNA 1 POPULAR;CL 106 # 32-100;62935183;-755424117
ANTIOQUIA;MEDELLIN;IE MARIA DE LOS ANGELES CANO MARQUEZ;01COMUNA 1 POPULAR;CRA 36B No 102C -54;6292371293;-7554483033
ANTIOQUIA;MEDELLIN;SEC. ESC. MEDELLIN;01COMUNA 1 POPULAR;CL 96 # 36-45;62867589;-755465494
ANTIOQUIA;MEDELLIN;I.E.FE Y ALEGRIA GRANIZAL;01COMUNA 1 POPULAR;Cra 39A N° 104-23;6,29278E+11;-7,55477E+12
ANTIOQUIA;MEDELLIN;IE LA AVANZADA;01COMUNA 1 POPULAR;CRA 27 No 106BB-65;62943218;-755390466
ANTIOQUIA;MEDELLIN;SEC. ESC. CARPINELO AMAPOLITA;01COMUNA 1 POPULAR;CALLE 97 # 23-12;6,28691E+11;-7,55385E+12
ANTIOQUIA;MEDELLIN;IE ANTONIO DERKA;01COMUNA 1 POPULAR;CRA 28 No 107-425;6,29686E+11;-7,55387E+12
ANTIOQUIA;MEDELLIN;IE NUEVO HORIZONTES No 2;01COMUNA 1 POPULAR;CARRERA 37 No 107AA 21;6,29474E+11;-7,5546E+12
ANTIOQUIA;MEDELLIN;SEC.ESC. PABLO VI;01COMUNA 1 POPULAR;KR 42B # 110 A 28;62994019;-755465213
ANTIOQUIA;MEDELLIN;SEC. ESC. DIVINA PROVIDENCIA;01COMUNA 1 POPULAR;CL 108 NO 43B - 17;6,29733E+11;-7,55492E+12
ANTIOQUIA;MEDELLIN;SEC.ESC.AGRIPINA MONTES DEL VALLE;01COMUNA 1 POPULAR;CALLE 95 #42 B 44;6,28635E+11;-7,55504E+12
ANTIOQUIA;MEDELLIN;I.E.FEDERICO CARRASQUILLA;01COMUNA 1 POPULAR;Cra 45 # 108-110;6,29859E+11;-7,55495E+12
ANTIOQUIA;MEDELLIN;I.E.GUADALUPE;01COMUNA 1 POPULAR;Cra 42B 95A -23;6,28685E+11;-7,555E+11
ANTIOQUIA;MEDELLIN;I.E.  ASIA IGNACIANA;02COMUNA 2 SANTA CRUZ;CL 122 # 51B-30;6,30621E+11;-7,55551E+12
ANTIOQUIA;MEDELLIN;SEC.ESC.  MANUEL URIBE ANGEL;02COMUNA 2 SANTA CRUZ;KR 49A #107-65;6,29809E+11;-7,55537E+12
ANTIOQUIA;MEDELLIN;SEC. ESC. FIDEL ANTONIO SALDARRIAGA;02COMUNA 2 SANTA CRUZ;CRA 48 No 103B-01;6,29398E+11;-7,55539E+11
ANTIOQUIA;MEDELLIN;SEC ESC LA FRONTERA;02COMUNA 2 SANTA CRUZ;CALLE 122 No 50A 14;6,30602E+11;-7,55527E+12
ANTIOQUIA;MEDELLIN;I.E. BARRIO SANTA CRUZ;02COMUNA 2 SANTA CRUZ;CL 103 # 43A - 45;6,2922E+11;-7,55506E+12
ANTIOQUIA;MEDELLIN;SEC. ESC. ARZOBISPO GARCIA;02COMUNA 2 SANTA CRUZ;KR 49 # 98-48;6,29018E+11;-7,5556E+12
ANTIOQUIA;MEDELLIN;I.E. REPUBLICA DE HONDURAS;02COMUNA 2 SANTA CRUZ;KR 50B # 97A-30;6,2909E+11;-7,55594E+12
ANTIOQUIA;MEDELLIN;IE MONTECARLO GUILLERMO GAVIRIA;03COMUNA 3 MANRIQUE;CARRERA 36 # 85 B 140;6278153;-7554657
ANTIOQUIA;MEDELLIN;IE LAS NIEVES;03COMUNA 3 MANRIQUE;CLL 82 No 39 - 69;6,27364E+11;-7,5549E+12
ANTIOQUIA;MEDELLIN;I.E. MANUELA BELTRAN;03COMUNA 3 MANRIQUE;KR 37 # 71-47;6,26618E+11;-7,55485E+12
ANTIOQUIA;MEDELLIN;SEC ESC SAN JOSE (IE MANUELA BELTRAN);03COMUNA 3 MANRIQUE;CL 71 No 33-18;6,26558E+11;-7,55459E+12
ANTIOQUIA;MEDELLIN;I.E.RAMON MUNERA LOPERA;03COMUNA 3 MANRIQUE;Cra 30A  # 77 - 04;6,26935E+11;-7,55436E+12
ANTIOQUIA;MEDELLIN;IE BELLO ORIENTE;03COMUNA 3 MANRIQUE;CRA 23B No 84B-27;62768963;-75538217319
ANTIOQUIA;MEDELLIN;IE JOSE ROBERTO VASQUEZ;03COMUNA 3 MANRIQUE;CLL 76 No 39-160;6,26861E+11;-7,55502E+12
ANTIOQUIA;MEDELLIN;I.E. JOSE ANTONIO GALAN;03COMUNA 3 MANRIQUE;KR 44A NO 93-87;6,28494E+11;-7,55521E+12
ANTIOQUIA;MEDELLIN;I.E. HERNAN TORO AGUDELO;03COMUNA 3 MANRIQUE;Cra 45 # 72-80;6,26822E+11;-7,55548E+12
ANTIOQUIA;MEDELLIN;SEC ESC SUSANA D. (IE RODRIGO LARA BONI);03COMUNA 3 MANRIQUE;KR 41B # 66E-50;6,26243E+11;-7,55532E+12
ANTIOQUIA;MEDELLIN;IE SAN JUAN BAUTISTA DE LA SALLE;03COMUNA 3 MANRIQUE;CLL 93 No 40-42;62844090044;-7,55493E+12
ANTIOQUIA;MEDELLIN;COL AGUSTINIANO DE SAN NICOLAS;04COMUNA 4 ARANJUEZ;KR 48 # 93-13;6,28479E+11;-7,55556E+12
ANTIOQUIA;MEDELLIN;I.E. MONSEÑOR FCO. CRISTOBAL T;04COMUNA 4 ARANJUEZ;Cra 50D # 90-49;6,28255E+11;-7,55604E+12
ANTIOQUIA;MEDELLIN;I.E. GILBERTO ALZATE AVENDAÑO;04COMUNA 4 ARANJUEZ;CL 92 # 51A-100;6,28363E+11;-7,55627E+12
ANTIOQUIA;MEDELLIN;I.E. CAMPO VALDES;04COMUNA 4 ARANJUEZ;CL 83 # 47-33;6,2753E+11;-7,55557E+12
ANTIOQUIA;MEDELLIN;I.E.SAN JUAN BOSCO;04COMUNA 4 ARANJUEZ;CALLE 82 # 50C-10;6,2759E+11;-7,5561E+12
ANTIOQUIA;MEDELLIN;IE JOSE EUSEVIO CARO;04COMUNA 4 ARANJUEZ;CRA 50B No 93 - 106;6,28555E+11;-75558786929
ANTIOQUIA;MEDELLIN;IE LORENZA VILLEGAS DE SANTOS;04COMUNA 4 ARANJUEZ;CRA 51 No 87 - 40;6,28025E+11;-7,55608E+11
ANTIOQUIA;MEDELLIN;SEC ESC TOMAS CARRASQUILLA No 1;04COMUNA 4 ARANJUEZ;CRA 52 No 92 - 05;6,28382E+11;-7,55632E+12
ANTIOQUIA;LA CEJA;CARCEL;;KR 18 # 20 - 68;6026997269;-7543281986
ANTIOQUIA;MEDELLIN;I.E. ALFONSO MORA NARANJO;04COMUNA 4 ARANJUEZ;KR 48A # 77-68;62713349877;-7,55573E+12
ANTIOQUIA;MEDELLIN;I.E. JOSE MARIA BRAVO MARQUEZ;04COMUNA 4 ARANJUEZ;CL 70 # 47A-04;6,26565E+11;-7,55574E+11
ANTIOQUIA;MEDELLIN;I.E. FRANCISCO MIRANDA;04COMUNA 4 ARANJUEZ;KR 51C # 79-56;6,27412E+11;-7,55636E+12
ANTIOQUIA;MEDELLIN;I.E. JAVIERA LONDOÑO;04COMUNA 4 ARANJUEZ;CL 71 # 51D-26;6,26815E+11;-7,55649E+12
ANTIOQUIA;MEDELLIN;I.E. EL BOSQUE;04COMUNA 4 ARANJUEZ;Cra 58 # 85B 81;6,27984E+11;-7,55672E+12
ANTIOQUIA;MEDELLIN;SEC ESC JULIO ARBOLEDA;04COMUNA 4 ARANJUEZ;CRA 51 No 78-15;6,2726E+11;-7,55625E+12
ANTIOQUIA;MEDELLIN;ESCUELA SECCION PORFIRIO BARBA JACOB;04COMUNA 4 ARANJUEZ;CARRERA 47 No 74 20;6,26896E+11;-7,55564E+12
ANTIOQUIA;MEDELLIN;IE FE Y ALEGRIA LUIS AMIGO MORAVIA;04COMUNA 4 ARANJUEZ;CARRERA 58 No 84 40;6,27914E+11;-7,55664E+12
ANTIOQUIA;MEDELLIN;I.E. JULIO CESAR GARCIA;05COMUNA 5 CASTILLA;CL 111A # 65-26;6,30643E+11;-7,55642E+12
ANTIOQUIA;MEDELLIN;IE DIEGO ECHAVARRIA MISAS;05COMUNA 5 CASTILLA;CALLE 111 No 70 68;63085715477;-7,55692E+12
ANTIOQUIA;MEDELLIN;IE PRESBITERO ANTONIO JOSE BERNAL LONDOÑ;05COMUNA 5 CASTILLA;CL 105A # 63A-200;6301311;-75559322
ANTIOQUIA;MEDELLIN;I.E.SEBASTIAN DE BELALCAZAR;05COMUNA 5 CASTILLA;CALLE 103EE  # 63D-185;6297786;-75564457
ANTIOQUIA;MEDELLIN;SEC ESC TRICENTENARIO;05COMUNA 5 CASTILLA;CRA 63A No 94A-23;6,28939E+11;-7,55662E+12
ANTIOQUIA;MEDELLIN;SEC ESC TOSCANA;05COMUNA 5 CASTILLA;CLL 111G No 64A-16;6,30627E+11;-7,55593E+12
ANTIOQUIA;MEDELLIN;I.E. MARIA MONTESSORI;05COMUNA 5 CASTILLA;KR 69A # 92C-87;6,28677E+11;-7,55751E+12
ANTIOQUIA;MEDELLIN;ITM CASTILLA;05COMUNA 5 CASTILLA;CR 65 No 98 A - 75;62938558559;-7,55691E+12
ANTIOQUIA;MEDELLIN;I.E. DINAMARCA;05COMUNA 5 CASTILLA;Calle 91 No 65-119;6,28252E+11;-7,55728E+12
ANTIOQUIA;MEDELLIN;I.E. REPUBLICA DE URUGUAY;05COMUNA 5 CASTILLA;CL 91A No 70A-123;6,28406E+11;-7,55776E+12
ANTIOQUIA;MEDELLIN;IE FELIX DE BEDOUT MORENO;05COMUNA 5 CASTILLA;CLL 108 No 70-39;6,30621E+11;-7,55696E+12
ANTIOQUIA;MEDELLIN;TERMINAL DE TRANSPORTES DEL NORTE;05COMUNA 5 CASTILLA;CR 64 C No 78  580;62793146688;-7,55708E+12
ANTIOQUIA;MEDELLIN;I.E. CIUDADELA LAS AMERICAS;06COMUNA 6 DOCE DE OCTUBRE;CL 111 # 79-77;6,3086E+11;-7,55754E+12
ANTIOQUIA;MEDELLIN;I.E. PROGRESAR;06COMUNA 6 DOCE DE OCTUBRE;KR 83A # 106 D 5;6,3086E+11;-7,55805E+12
ANTIOQUIA;MEDELLIN;SEC. ESC. LEON DE GREIFF;06COMUNA 6 DOCE DE OCTUBRE;CL 101CC # 82E-72;63022944231;-7,55808E+12
ANTIOQUIA;MEDELLIN;I.E. DOCE DE OCTUBRE;06COMUNA 6 DOCE DE OCTUBRE;KR 77B # 103-05;6,30304E+11;-7,5577E+12
ANTIOQUIA;MEDELLIN;CASD JOSE MARIA ESPINOSA PRIETO;06COMUNA 6 DOCE DE OCTUBRE;CLL 99 No 72-192;6,29701E+11;-7,55756E+12
ANTIOQUIA;MEDELLIN;I.E. EL TRIUNFO SANTA TERESA;06COMUNA 6 DOCE DE OCTUBRE;CALLE 104D # 82GG - 21;6,30652E+11;-7,55812E+12
ANTIOQUIA;MEDELLIN;IE SANTA JUANA DE LESTONACC;06COMUNA 6 DOCE DE OCTUBRE;CRA 76A No 103C-43;6,30304E+11;-7,55755E+12
ANTIOQUIA;MEDELLIN;IE JESUS MARIA VALLE JARAMILLO;06COMUNA 6 DOCE DE OCTUBRE;CLL 101 No 83-21;6,30048E+11;-7,55822E+12
ANTIOQUIA;MEDELLIN;I.E.MAESTRO FERNANDO BOTERO;06COMUNA 6 DOCE DE OCTUBRE;CL 104 # 72A-80;6,30157E+11;-7,5572E+12
ANTIOQUIA;MEDELLIN;I.E.ALFREDO COCK ARANGO;06COMUNA 6 DOCE DE OCTUBRE;KR 72 # 99-55;6,29623E+11;-7,55738E+12
ANTIOQUIA;MEDELLIN;SEC.ESC.SAN MARTIN DE PORRES;06COMUNA 6 DOCE DE OCTUBRE;KR 75A # 97-135;6,29586E+11;-7,55786E+12
ANTIOQUIA;MEDELLIN;I.E. KENNEDY;06COMUNA 6 DOCE DE OCTUBRE;CRA 76A  No 92-200;62912823526;-7,55815E+12
ANTIOQUIA;MEDELLIN;SEC.CONCENTRACION EDUC.KENNEDY;06COMUNA 6 DOCE DE OCTUBRE;CARRERA 76A # 92-131;6,29075E+11;-7,55816E+12
ANTIOQUIA;MEDELLIN;I.E.JORGE ELIECER GAITAN(PPAL);06COMUNA 6 DOCE DE OCTUBRE;CALLE 92 # 83-41;6,28991E+11;-7,55852E+12
ANTIOQUIA;MEDELLIN;SEC. ESC. PEDREGAL;06COMUNA 6 DOCE DE OCTUBRE;CLL 104E No 74-109;6,30341E+11;-7,5573E+12
ANTIOQUIA;MEDELLIN;I.E.LA ESPERANZA;06COMUNA 6 DOCE DE OCTUBRE;CRA 73B No 96-09;6,29311E+11;-7,55773E+12
ANTIOQUIA;MEDELLIN;I.E. SAN VICENTE DE PAUL;07COMUNA 7 ROBLEDO;KR 71A # 79D-01;62789269836;-7,5579E+11
ANTIOQUIA;MEDELLIN;SEC.ESC. EL DIAMANTE;07COMUNA 7 ROBLEDO;CL 79A # 86-09;6,28533E+11;-7,55872E+12
ANTIOQUIA;MEDELLIN;I.E.EL DIAMANTE (SEDE BTO);07COMUNA 7 ROBLEDO;CARRERA 87 No. 79-05;6,28608E+11;-7,55882E+12
ANTIOQUIA;MEDELLIN;I.E.FE Y ALEGRIA VILLA DE LA C;07COMUNA 7 ROBLEDO;Calle 77A # 90D-35;6285044;-75593645
ANTIOQUIA;MEDELLIN;I.E.FE Y ALEGRIA SAN JOSE;07COMUNA 7 ROBLEDO;CALLE 86 # 92-60;6,29122E+11;-7,559E+12
ANTIOQUIA;MEDELLIN;TECNOLOGICO DE ANTIOQUIA;07COMUNA 7 ROBLEDO;CALLE 78B # 72A-220;6,27961E+11;-7,55835E+12
ANTIOQUIA;MEDELLIN;IE JESUS REY;07COMUNA 7 ROBLEDO;CRA 88 No 77A-11;6,28341E+11;-7,5592E+12
ANTIOQUIA;MEDELLIN;IE AURES;07COMUNA 7 ROBLEDO;CRA 96A No 77E-15;6,29021E+11;-7,55965E+12
ANTIOQUIA;MEDELLIN;IE MON GERARDO VALENCIA CANO;07COMUNA 7 ROBLEDO;CL 65 # 74 B - 273;6,26911E+11;-7,55877E+12
ANTIOQUIA;MEDELLIN;I.E. JORGE ROBLEDO;07COMUNA 7 ROBLEDO;CL 65 # 87-74;6,27681E+11;-7,55974E+12
ANTIOQUIA;MEDELLIN;I.E.MARISCAL ROBLEDO;07COMUNA 7 ROBLEDO;CALLE 65 # 84-87;6,2754E+11;-7,55959E+11
ANTIOQUIA;MEDELLIN;SEC.ESC. SANTA MARGARITA;07COMUNA 7 ROBLEDO;KR 105B # 62-68;6,27654E+11;-7,5616E+12
ANTIOQUIA;MEDELLIN;COLEGIO FERRINI;07COMUNA 7 ROBLEDO;CALLE 76 # 80-431;6,27792E+11;-7,55923E+12
ANTIOQUIA;MEDELLIN;I.E.CAMILO MORA CARRASQUILLA;07COMUNA 7 ROBLEDO;CALLE 62D # 94B-74;6,27825E+11;-7,56062E+12
ANTIOQUIA;MEDELLIN;COL MAYOR DE ANTIOQUIA;07COMUNA 7 ROBLEDO;CRA 78 No 65-46;62732352197;-75591964243
ANTIOQUIA;MEDELLIN;IE BARRIO OLAYA HERRERA;07COMUNA 7 ROBLEDO;CRA 101C No 58-44;6,30099E+11;-7,55786E+12
ANTIOQUIA;MEDELLIN;I.E. JUAN DE DIOS CARVAJAL;08COMUNA 8 VILLA HERMOSA;CL 65AA # 36-39;6,25574E+11;-7,5551E+12
ANTIOQUIA;MEDELLIN;I.E. JUAN DE LA CRUZ POSADA;08COMUNA 8 VILLA HERMOSA;CL 62 # 39-22;6,25378E+11;-75554562691
ANTIOQUIA;MEDELLIN;I.E.JOSE CELESTINO MUTIS;08COMUNA 8 VILLA HERMOSA;CALLE 65 No. 45-15;6,25889E+11;-7,5557E+12
ANTIOQUIA;MEDELLIN;INST.METROPOLITANO (I.T.M);08COMUNA 8 VILLA HERMOSA;CALLE 54A No. 30-01;62452094709;-7,5551E+12
ANTIOQUIA;MEDELLIN;SEC.ESC.JULIA AGUDELO;08COMUNA 8 VILLA HERMOSA;CL 58 # 28-58;6,24994E+11;-755489633
ANTIOQUIA;MEDELLIN;SEC.ESC.NIÑO JESUS DE PRAGA;08COMUNA 8 VILLA HERMOSA;CALLE 57C No. 23-200;6,24866E+11;-7,55458E+12
ANTIOQUIA;MEDELLIN;I.E.SOL DE ORIENTE;08COMUNA 8 VILLA HERMOSA;CARRERA 23 No. 56EH - 200;6,24493E+11;-7,55406E+12
ANTIOQUIA;MEDELLIN;IE LUIS CARLOS GALAN SARMIENTO PPAL;08COMUNA 8 VILLA HERMOSA;CRA 24B No 57EE-45;6,2504E+11;-7,55469E+12
ANTIOQUIA;MEDELLIN;IE ESC NORMAL SUPERIOR DE MEDELLIN;08COMUNA 8 VILLA HERMOSA;CRA 34 No 65 - 02;6,25442E+11;-7,55488E+12
ANTIOQUIA;MEDELLIN;I.E. VILLA TURBAY;08COMUNA 8 VILLA HERMOSA;KR 2 # 55F-17;6,23574E+11;-7,55302E+12
ANTIOQUIA;MEDELLIN;SECCION ESCUELA HOGAR ANTIOQUIA;08COMUNA 8 VILLA HERMOSA;CALLE 52A No 12 34;6,2343E+11;-7,5539E+12
ANTIOQUIA;MEDELLIN;SEC ESC SOR MARIA LUISA COURBIN;08COMUNA 8 VILLA HERMOSA;KR 12 # 52-44;6,23409E+11;-7,55385E+12
ANTIOQUIA;MEDELLIN;I.E. SAN FRANCISCO DE ASIS;08COMUNA 8 VILLA HERMOSA;CL 56 # 16-18;6,23838E+11;-7,55397E+11
ANTIOQUIA;MEDELLIN;IE FELIX HENAO BOTERO;08COMUNA 8 VILLA HERMOSA;CLL 52 No 23-51;6,24081E+11;-7,55467E+12
ANTIOQUIA;MEDELLIN;IE GABRIEL GARCIA MARQUEZ;08COMUNA 8 VILLA HERMOSA;CRA 8A No. 57A - 93;62368344301;-7,55337E+12
ANTIOQUIA;MEDELLIN;I.E.GUADALUPANO LA SALLE;09COMUNA 9 BUENOS AIRES;CALLE 49 No. 17 B 21;6,23623E+11;-7,55444E+12
ANTIOQUIA;MEDELLIN;IE MERCEDITAS GOMEZ MARTINEZ;09COMUNA 9 BUENOS AIRES;CL 45 # 18-03;6,23351E+11;-7,55468E+12
ANTIOQUIA;MEDELLIN;MANUEL JOSÈ CAYZEDO;09COMUNA 9 BUENOS AIRES;CLl 50 No 29-82;6,24144E+11;-7,5552E+12
ANTIOQUIA;MEDELLIN;I.E. LA MILAGROSA;09COMUNA 9 BUENOS AIRES;KR 29 # 41-14;62351204131;-7,55547E+12
ANTIOQUIA;MEDELLIN;COLEGIO EUCARISTICO;09COMUNA 9 BUENOS AIRES;CRA 28 No 42-62;6,23536E+11;-7,55536E+11
ANTIOQUIA;MEDELLIN;SENA SD BUENOS AIRES;09COMUNA 9 BUENOS AIRES;CLL 48 No 28-00;6,23948E+11;-7,55523E+12
ANTIOQUIA;MEDELLIN;IE ARZOBISPO TULIO BOTERO SALAZAR;09COMUNA 9 BUENOS AIRES;CLL 49A No 03A - 006;6,23007E+11;-7,55326E+12
ANTIOQUIA;MEDELLIN;IE MADRE LAURA;09COMUNA 9 BUENOS AIRES;CLL 45 No 22A - 81;6,23545E+11;-7,55508E+12
ANTIOQUIA;MEDELLIN;SECCION ESCUELA ALEJANDRO ECHAVARRIA;09COMUNA 9 BUENOS AIRES;CARRERA 16 NO 49B 8;6,23493E+11;-7,55423E+12
ANTIOQUIA;MEDELLIN;IE LORETO GABRIELA GOMEZ CARVAJAL;09COMUNA 9 BUENOS AIRES;KR 32 # 34-06;6,23127E+11;-7,55597E+12
ANTIOQUIA;MEDELLIN;IE FEDERICO OZANAM;09COMUNA 9 BUENOS AIRES;CRA.36 No 45 - 08;6,24047E+11;-7,55582E+12
ANTIOQUIA;MEDELLIN;ESC NORMAL SUPERIOR ANTIOQUEÑA;09COMUNA 9 BUENOS AIRES;KR 36A # 48-55;6,24249E+11;-7,55585E+12
ANTIOQUIA;MEDELLIN;SEC. ESC. JOSE DE SAN MARTIN;09COMUNA 9 BUENOS AIRES;CL 39 # 38- 21;6,23696E+11;-7,55626E+12
ANTIOQUIA;MEDELLIN;SEC. ESC. JUAN CANCIO RESTREPO;09COMUNA 9 BUENOS AIRES;CLL 45 No 31-63;6,2385E+11;-7,55557E+12
ANTIOQUIA;MEDELLIN;I.E. TULIO OSPINA;10COMUNA 10 LA CANDELARIA;KR 51 D # 60-38;62591134;-755662527
ANTIOQUIA;MEDELLIN;SEC ESC AGUSTIN NIETO CABALLERO;10COMUNA 10 LA CANDELARIA;KR 40 # 59A-21;62523822;-755571236
ANTIOQUIA;MEDELLIN;COLEGIO SALESIANO EL SUFRAGIO;10COMUNA 10 LA CANDELARIA;KR 39 # 54-31;6,2483E+11;-7,55581E+12
ANTIOQUIA;MEDELLIN;I.E. CEFA;10COMUNA 10 LA CANDELARIA;CL 50 # 41-55;62464754;-755619144
ANTIOQUIA;MEDELLIN;I.E. HECTOR ABAD GOMEZ;10COMUNA 10 LA CANDELARIA;CL 50 #39-65;62455254;-755599889
ANTIOQUIA;MEDELLIN;IE JAVIER A LONDOÑO;10COMUNA 10 LA CANDELARIA;CLL 53 No 40-65;6,24836E+11;-7,556E+12
ANTIOQUIA;MEDELLIN;I.T.M. (PRADO CENTRO);10COMUNA 10 LA CANDELARIA;CRA 51 No 58-69;6,25758E+11;-7,55662E+12
ANTIOQUIA;MEDELLIN;CENTRO COMERCIAL SAN DIEGO;10COMUNA 10 LA CANDELARIA;CL 34 # 43-66;62341186;-755686026
ANTIOQUIA;MEDELLIN;ALCALDIA MUNICIPAL (SOTANO);10COMUNA 10 LA CANDELARIA;CL 44 # 52-165;6,24474E+11;-7,55738E+12
ANTIOQUIA;MEDELLIN;SENA;10COMUNA 10 LA CANDELARIA;CL 51 # 57-70;6,25469E+11;-7,55748E+12
ANTIOQUIA;MEDELLIN;UNIVERSIDAD CLARETIANA;10COMUNA 10 LA CANDELARIA;CARRERA 55A # 61-06;62604137;-755701756
ANTIOQUIA;MEDELLIN;INSTITUTO JORGE ROBLEDO;11COMUNA 11 LAURELES;CL 51 # 65 - 72;6,25736E+11;-7,5582E+12
ANTIOQUIA;MEDELLIN;INST.EDUC. MATER DEI;11COMUNA 11 LAURELES;KR 68 # 42-70;6,24746E+11;-7,55861E+12
ANTIOQUIA;MEDELLIN;INST. UNIVERSITARIA SALAZAR Y HERRERA;11COMUNA 11 LAURELES;CRA 70 No 52-49;6260459199;-7558532592
ANTIOQUIA;MEDELLIN;COLEGIO CALASANZ FEMENINO;11COMUNA 11 LAURELES;CALLE 55 No 77-71;6,2665E+11;-7,55903E+12
ANTIOQUIA;MEDELLIN;COL SAN IGNACIO SD MAYORES;11COMUNA 11 LAURELES;CLL 48 No 68-98;6,25467E+11;-7,55866E+12
ANTIOQUIA;MEDELLIN;SEC. ESC. CARLOS OBANDO VELASCO;11COMUNA 11 LAURELES;CRA 67A No 42-24;62466932;-755855597
ANTIOQUIA;MEDELLIN;SEC.ESC. AGRUPACION COLOMBIA;11COMUNA 11 LAURELES;CL 44A # 75-68;62505392;-755949142
ANTIOQUIA;MEDELLIN;I.E. LUCRECIO JARAMILLO VELEZ;11COMUNA 11 LAURELES;KR 79 # 38-59;624628728;-7559922143
ANTIOQUIA;MEDELLIN;COLEGIO BETLEHEMITAS;11COMUNA 11 LAURELES;TRV 36 No 72 - 93;62408545;-755955852
ANTIOQUIA;MEDELLIN;COL.SAN IGNACIO (SEC.INFANTIL);11COMUNA 11 LAURELES;CALLE 47D No. 75-83;6254278;-7559275
ANTIOQUIA;MEDELLIN;UNIVERSIDAD ADVENTISTA;11COMUNA 11 LAURELES;CRA 84 No 33AA-01;6,24107E+11;-7,56094E+12
ANTIOQUIA;MEDELLIN;UNIVERSIDAD PONTIFICIA BOLIVARIANA;11COMUNA 11 LAURELES;CIR 1 No 70 - 01;6243;-75589
ANTIOQUIA;MEDELLIN;SEC. ESC. SANTA LUCIA;12COMUNA 12 LA AMERICA;KR 89A # 47DD-71;6258142908;-7560601778
ANTIOQUIA;MEDELLIN;I.E. CONCEJO DE MEDELLIN;12COMUNA 12 LA AMERICA;KR 82 # 47A-65;6258490155;-7560042289
ANTIOQUIA;MEDELLIN;I.E. LA PIEDAD;12COMUNA 12 LA AMERICA;KR 81 NO 54 71;626924;-75596553
ANTIOQUIA;MEDELLIN;I.E.SANTA ROSA DE LIMA;12COMUNA 12 LA AMERICA;CALLE 45G No. 80-95;6255734;-75599375
ANTIOQUIA;MEDELLIN;IE LOLA GONZALEZ;12COMUNA 12 LA AMERICA;CLL 47F No 94-63;6,25742E+11;-7,56109E+12
ANTIOQUIA;MEDELLIN;INST FERRINI CALASANZ;12COMUNA 12 LA AMERICA;CLL 51A No 81B - 33;62649823;-755988665
ANTIOQUIA;MEDELLIN;I.E. RAFAEL URIBE URIBE;12COMUNA 12 LA AMERICA;KR 82 # 42C-58;6249554033;-7560346222
ANTIOQUIA;MEDELLIN;SEC.ESC.RAFAEL URIBE URIBE;12COMUNA 12 LA AMERICA;CARRERA 83 No. 42C - 54;6248690842;-7560430264
ANTIOQUIA;MEDELLIN;SEC. ESC. PEDRO DE CASTRO;12COMUNA 12 LA AMERICA;CL 40 # 86A-101;624866124;-7560818572
ANTIOQUIA;MEDELLIN;I.E.FRANCISCO ANTONIO ZEA;12COMUNA 12 LA AMERICA;KR 82 # 35-40;6243982976;-7560399452
ANTIOQUIA;MEDELLIN;I.E AMERICA;12COMUNA 12 LA AMERICA;CALLE 34 EE No. 91-20;6245908;-75615729
ANTIOQUIA;MEDELLIN;I.E.SAMUEL BARRIENTOS;12COMUNA 12 LA AMERICA;CALLE 44 No. 94-119;6,25436E+11;-75611212761
ANTIOQUIA;MEDELLIN;LICEO SALAZAR Y HERRERA;12COMUNA 12 LA AMERICA;CLL 42C No 86-17;6,24875E+11;-7,5606E+12
ANTIOQUIA;MEDELLIN;I.E. BLANQUIZAL;13COMUNA 13 SAN JAVIER;KR 92 DD # 57F - 43;62752093;-756056542
ANTIOQUIA;MEDELLIN;SEC. ESC. REPUBLICA DE PANAMA;13COMUNA 13 SAN JAVIER;KR 88 # 49DD-70;62630895;-756065877
ANTIOQUIA;MEDELLIN;I.E JUAN XXIII;13COMUNA 13 SAN JAVIER;CALLE 49 No 96A-11;6261773;-75610309
ANTIOQUIA;MEDELLIN;SEC. ESC. MONSEÑOR PERDOMO;13COMUNA 13 SAN JAVIER;CL 44 # 97-14;6255892781;-7561405099
ANTIOQUIA;MEDELLIN;SEC.ESC.PIO XII;13COMUNA 13 SAN JAVIER;KR 98 # 44-52;62564304;-75614097
ANTIOQUIA;MEDELLIN;I.E.STELLA VELEZ LONDOÑO;13COMUNA 13 SAN JAVIER;CALLE 48DD No. 99D-118;62683087;-756161352
ANTIOQUIA;MEDELLIN;SEC ESC JUAN DE DIOS ARANZAZU;13COMUNA 13 SAN JAVIER;CLL 42 No 105 - 42;6,25593E+11;-7,562E+12
ANTIOQUIA;MEDELLIN;I.E.LA INDEPENDENCIA;13COMUNA 13 SAN JAVIER;CALLE 39D No. 112 - 81;6,25298E+11;-7,56234E+11
ANTIOQUIA;MEDELLIN;SEC.ESC.EL SOCORRO;13COMUNA 13 SAN JAVIER;CARRERA 102B No. 47B - 32;62592401;-756182627
ANTIOQUIA;MEDELLIN;SEC.ESC.MIXTA BETANIA;13COMUNA 13 SAN JAVIER;CRA 110 A  No. 34 A 82;6,24622E+11;-7,56227E+12
